GeneID	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12
LOC130002071	3.57	5.44	7.07	5.6	4.32	7.16	2.18	8.54	6.54	6.95	1.79	8.03
LOC129661234	6.89	2.18	5.17	6.03	4.4	5.68	4.15	3.18	4.85	4.52	3.07	3.57
LOC130057508	5.32	4.58	5.2	4.89	5.64	3.28	3.86	3.76	5.05	2.3	2.17	7.2
LOC130058054	3.12	1.84	5.89	8.23	5.31	6.76	5.56	4.45	4.48	2.88	7.03	7.95
LOC126859730	4.16	3.85	4.74	4.68	5.43	2.5	4.57	5.54	3.99	6.35	4.77	6.78
LOC127882962	4.49	3.6	6.5	6.04	7.37	8.02	9.76	5.23	6.81	4.18	5.1	2.13
LOC126861368	3.78	6	6.01	5.96	5.41	4.55	7.4	2.27	5.15	5.34	4.79	4.92
POROK6	3.26	3.95	1.97	6.41	1.28	7.58	1.41	3.68	2.81	7.7	2.51	4.92
BFIS1	4.91	3.62	4	5.75	5.75	3.17	5.57	6.15	5.74	7.09	3.59	7.38
LOC126807028	6.33	7.2	4.06	4.66	4.42	4.95	4.26	3.37	3.39	5.22	6.31	3.83
LOC127823340	5.41	8	4.09	6.01	6.52	4.08	6.4	5.39	1.11	4.48	5.32	5.6
LOC127815996	4.64	6.97	6.92	5.46	3.43	5.61	3.17	5.19	4.78	5.56	6.54	4.96
LOC110121395	5.7	2.32	7.68	5.44	4.55	3.25	4.06	6.68	4.82	3.92	5.6	4.99
LOC130064060	6.43	7.3	3.34	6.3	2.23	2.8	5.13	6.12	5.82	5.31	4.8	5.41
CAPN6	4.75	2.79	5.97	6.39	2.33	3.29	5.74	5.64	7.47	6.87	4.19	5.22
LOC129664300	5.82	4.87	2.89	4.98	1.86	8.18	2.02	6.84	6.64	3.88	8.36	6.52
LOC121832792	2.94	6.32	4	4.3	5.04	5.43	4.29	5.59	3.62	6.72	4.43	4.08
LOC132088741	4.55	4.62	5.54	7.39	0.07	6.85	1.33	3.52	6.02	6.59	4.57	8.54
RPL7P7	4.24	4.73	4.66	5.1	7.26	3.63	5.97	4.38	5.14	6.29	5.6	7.21
LOC127822257	5.35	5.23	3.78	4.32	3.83	4.8	3.8	3.77	5.9	6.17	5.39	5.02
LOC129936457	5.64	5.77	2.74	3.3	5.03	4.83	7.48	3.64	4.3	4.17	2.42	3.23
LOC124904419	4.78	5.74	4.44	5.49	7.16	4.5	7.13	7.17	3.79	6.66	4.65	4.95
AURKB	3.62	1.89	5.09	5.7	5.54	4.75	3.59	6.81	6.85	5.92	6.04	5.07
LOC127460734	3.33	4.68	6.01	2.95	5.76	5.53	5.63	5.64	5.2	0.47	2.77	5.89
LOC127888467	5.5	5.52	3.42	2.57	3.85	3.57	7.11	5.01	6.22	5.59	7.14	4.9
LOC127271294	7.44	6.06	6.06	5.33	2.67	6.39	5.83	4.98	3.84	5.96	3.1	2.72
LOC127890864	3.58	4.43	2.91	3.53	6.15	8.23	3	4.08	0.02	5.58	1.61	7.95
THEM4P1	4.31	3.74	4.02	7.43	4.63	4.89	1.45	5.88	4.16	4.88	2.6	3.82
LOC124905666	5.6	2.54	5.81	3.01	5	5.94	5.44	2.55	5.26	6.1	7.18	3.3
LOC127274728	4	3.69	3.75	2.21	3.52	5.38	3.71	2.9	8.62	4.02	6.82	1.45
LOC127819020	5.22	4.78	3.6	4.87	4	4.93	7.47	6.2	4.94	7.36	8.73	2.4
LOC129391258	4.91	3.86	4.91	5.84	0.88	5.81	3.52	3.5	0.9	5.8	4.79	2.91
LOC127826860	3.6	6.07	5.06	5.28	2.03	4.9	6.17	6.39	4.13	4.17	4.19	4.75
LOC127403816	6.5	5.66	6.68	4.78	2.17	3.44	6.69	5.17	3.22	6.55	6.82	7.62
LOC126862684	6.52	2.1	4.58	5.68	4.68	4.84	6.43	5.41	5.91	7.39	6.76	4.68
LOC127890709	6.84	5.57	1.94	3.62	3.08	7.19	1.96	4.61	4.54	3.59	1.84	5.6
LOC130007606	7.28	5.98	3.82	5.41	5.7	6.03	2.35	4.13	6.16	3.38	4.7	4.89
LOC129660927	4.09	4.53	3.87	3.5	5.06	5.71	4.11	8.05	6.62	3.58	4.78	8.32
LOC124902800	4.16	4.95	3.32	3.55	4.1	4.8	6.88	4.3	3.33	1.57	1.9	5.28
LOC132089918	5.47	4.22	5.58	5.19	2.11	6	7.24	9.42	6.9	4.58	4.53	5.98
LOC128316837	6.13	4.47	9.5	5.74	3.79	1.35	8.34	5.45	3.7	2.04	3.36	5.26
LOC127825122	4.39	3.19	6.43	3.44	6.61	4.88	3.33	5.08	4.67	7.18	5.42	3.15
LOC124908029	4.24	5.77	4.72	2.21	5.86	2.3	3.82	6.03	4.35	5.78	6.49	5.2
LOC105376105	3.89	2.8	5.91	3.15	4.44	4.27	4.96	6.32	1.21	4.37	3.7	4.21
LOC127886812	7.67	3.94	7.6	1.4	0.96	2.48	7.24	2.13	4.36	3.2	5.43	7.44
LOC129388470	0.49	3.36	4.44	5.23	4.12	7.28	1.56	4.77	1.27	6.22	4.48	3.64
LOC129930408	4.7	3.43	6.2	6.05	0.1	3.76	2.8	5.35	2.31	5.9	4.52	5.19
LOC127825923	5.07	4.34	6.01	8.24	8.19	4.12	8.15	2.68	5.36	4.52	8.01	6.24
LOC130055369	3.09	4.13	4.78	3.39	5.06	7.22	6.41	2.98	5.6	7.82	4.18	5.58
LOC124900932	5.69	3.74	5.1	4.15	7.27	6.46	1.16	3.97	6.23	1.81	5.36	4.05
YBX2P1	1.46	4.54	6.17	4.8	4.69	4.38	6.93	5.97	3.81	4.97	4.2	4.32
LOC129992170	6.72	2.15	4.95	5.43	8.74	1.36	5.69	4.14	5.9	5.37	5.64	7.1
LOC127892408	2.01	5.2	4.39	3.56	3.38	6.51	3.74	3.36	7.07	6.09	9.35	4.16
LOC110120796	1.04	6.14	3.93	6.67	6.51	4.33	4.99	2.31	4.17	3.12	3.44	5.84
LOC130061137	3.63	2.69	5.52	4.32	4.98	3.73	6.14	1.81	6.02	6.68	3.16	6.77
LOC127815231	5.29	2.46	4.9	6.77	6.31	4.03	5.63	6.29	2	4.2	4.37	5.63
FOXO3	3.83	9.02	4.33	2.07	2.61	2.98	6.43	6.43	4.31	6.39	3.47	2.07
LOC127820857	3.99	5.43	5.32	4.71	9.03	2.45	7.77	2.68	4.98	4.13	4.57	6.48
CDR2L	5.6	5.1	3.61	5.62	5.54	3.18	5.7	3.12	5.92	3.02	2.34	7.92
LOC132089856	3.09	4.64	3.56	4.11	4.11	6.95	2.33	5.13	3.32	2.72	5.13	5.66
LOC127823145	4.85	5.89	7.47	4.14	2.86	3.12	5.11	8.66	4.54	7.1	1.49	5.45
SLC17A3	5.9	5.07	3.41	3.85	2.25	4.42	0.72	8.17	5.21	5.06	3.52	5.98
LOC130056211	7.94	4.02	5.57	5.19	1.73	5.94	4.56	4.36	6.63	2.71	4.57	2.83
LOC105376136	5.86	4.22	3.26	7.27	1.91	5.8	3.56	3.67	6.43	4.77	2.92	4.68
DSG4	8.09	4.38	4.58	3.16	5.07	1.49	3.33	8.33	4.7	3.6	5.53	4.14
LOC127816006	5.82	4.42	5.7	4.82	7.02	7.63	3.89	7.68	5.53	2.57	3.08	8.35
MAGI1	4.99	3.65	3.18	4.13	5.64	5.32	11.93	2.03	5.52	5.53	4.83	7.53
LOC130006154	0.94	6.93	6.07	7.54	1.52	6.8	3.2	2.89	3.59	3.9	5.49	6.54
LOC127271577	2.8	5.17	5.39	8.47	5.15	3.31	3.36	6.31	9.29	3.46	3.48	4.12
LOC127460103	4.43	3.61	4.43	5.9	7.7	4.19	4.31	4.71	5.38	7.15	3.54	5.99
MDM4	6.28	6.06	5.44	5.12	6.83	4.52	4.31	0.37	5.87	5.33	6.8	2.09
LOC124902633	4.42	5.63	5.14	7.46	8.32	6.17	11.12	5.22	2.6	5.73	4.04	6.74
LOC127273100	5.98	4.75	3.49	4.17	5.76	2.8	4.95	7.88	4.57	7.83	6.89	6.03
LOC129389997	3.09	5.72	2.49	4.9	0.1	4.14	4.73	5.04	4.68	5.38	3.24	5.9
LOC111464986	4.51	3.37	5.19	6.89	6.16	6.13	4.16	6.61	6.45	2.3	2.5	4.72
LOC130006696	5.39	4.64	3.19	5.19	5.38	6.97	7.03	3.46	5.88	5.8	6.11	6.75
LOC127401975	4.35	3.2	4.94	4.14	1.91	3.37	4.62	4.82	4.63	7.73	5.1	8.02
LOC127267621	5.2	2.87	2.03	5.33	4.76	7.54	5.85	6.71	5.87	4.07	5.14	2.03
LOC130007083	3.79	4.4	3.33	4.19	3.79	4.76	5.2	4.74	5.68	9.58	2.65	5.46
LOC123956285	5.67	5.3	5.49	8.37	4.2	4.65	2.19	4.88	6.88	5.44	7.5	6.04
LOC127828874	4.85	3.36	6.88	4.31	5.85	6.21	3.54	5.33	7.04	5.45	5.04	3.03
RNU6-1176P	4.92	4.68	5.3	6.69	3.93	6.58	5	3.18	5.91	5.76	5.06	6.81
LOC129929571	1.49	1.71	3.21	5	3.83	3.63	7.17	3.52	2.93	6.95	3.52	7.89
LOC124900291	3.79	4.2	4.25	7.39	2.38	6.56	5.56	4.21	4.44	3.19	0.5	7.7
MLECP1	2.32	7.11	6.97	6.68	5.31	3.29	5.24	3.24	4.34	7.56	3.59	5.7
PRAC2	2.11	2.93	5.93	3.83	5.99	6.51	3.55	7.06	7.76	7.78	4.04	8.09
LOC125146434	4.11	2.85	6.42	5.51	6.03	4.05	6.67	3.42	4.62	7.61	5.63	5.73
LOC127268489	4.71	4.6	6.79	4.74	7.14	3.58	6.7	4.79	3.83	5.67	4	4.53
ADGRF1	5.51	5.96	5.68	5.91	0.74	6.91	4.42	7.44	8.56	0.44	7.14	4.59
LOC127886432	6.96	7.22	7	4.92	5.06	5.85	6.39	4.22	7.82	5	4.88	6.34
LOC129993923	5.8	9.78	3.25	5.85	2.6	2.81	4.57	3.69	4.8	6.1	5.71	6.91
LOC127892394	6.82	6.44	5.54	4.79	6.1	6.57	5.38	5.39	5.92	6.44	5.93	3.1
LOC127830748	4.05	6.21	4.39	6.72	5.14	4.52	6.49	5.05	2.95	5.49	5.49	5.78
LOC127404416	4.45	8.65	5.36	5.56	3.08	6.02	6.01	5.36	6.05	7.55	5.4	4.14
SNX8	6.95	4.46	7.39	2.63	4.32	5.82	3.65	3.31	3.99	6.51	6.92	5.53
LOC124908817	5	4.62	5.91	4.96	7.53	3.25	5.68	3.77	4.74	5	5.53	3.34
LOC127407159	1.98	5.46	3.87	4.39	4.03	4.79	4.05	6.08	3.49	3.9	4.15	3.62
LOC127882620	3.48	2.44	4.37	7.01	1.9	4.96	4.66	0.25	1.17	3.4	9.12	5.09
LOC129938246	6.81	1.7	3.29	2.93	6.96	4.22	3.38	7.19	2.48	7.53	6.85	2.35
LOC127267143	3.9	8.25	4.84	1.32	7.11	1.41	4.96	5.5	6.52	5.51	4.61	3.85
LOC112543425	5.6	3.97	4.1	5.84	3.91	4.09	6.57	2.28	2.57	7.44	5.75	0.1
LOC101929805	5.03	4.18	6.42	6.7	7.98	5.88	4.44	1.58	3.92	1.51	7.28	4.82
LOC129390381	4.11	3.21	4.11	5.82	4.7	6.74	6.3	3.32	3.28	3.8	4.54	8.34
LOC127272893	4.37	5.26	6.28	7.44	2.71	7.06	4.81	6.94	4.74	1.29	7.01	3.17
LOC130007689	5.71	6.06	6.3	6.62	4.45	6.28	6.01	5.67	6.07	6.02	6.29	5.25
IMPDH1P10	5.38	4.59	4.22	3.33	5.46	4.64	2.2	4.53	4.39	6.44	3.63	3.55
LOC100421474	7.22	5.03	7.57	6.67	6.01	4.38	6.28	5.41	3.27	3.54	1.96	5.86
LOC105375218	4.64	6.71	5.05	3.94	5.69	3.95	3.83	7.26	6.07	6.74	6.93	5.79
KCNIP4	3.34	4.98	3.82	6.99	7.23	6.69	4.21	4.8	5.21	7.13	9.89	5.7
LOC127894301	5.3	3.99	5.13	6.79	5.42	3.91	5.47	4.64	7.58	7.17	7.71	5.39
LOC129660459	6.27	4.89	3.22	4.91	5.93	5.37	5.88	4.38	4.84	3.52	5.28	6.69
LOC130056228	9.11	3.48	6.17	6.92	6.85	6.67	4.11	4.63	6.81	4.49	5.74	2.18
RNY5	4.17	5.18	3.39	4.52	4.7	5.65	3.14	1.45	4.31	7.22	10.12	4.53
LOC132089273	4.41	3.38	7.33	6.82	3.58	5.34	3.75	4.72	6.68	5.07	8.28	4.83
LOC128772422	6.59	7.51	1.27	0.85	4.49	4.24	2.72	9.14	5.19	7.97	5.83	2.37
LOC401478	7.31	0.52	3	3.11	2.6	2.9	7.02	4.76	4.04	7.21	5.34	5.44
LOC127401883	3.81	5.72	4.39	5.27	5.09	4.5	5.69	6.18	5.13	6.93	6.97	5.84
LOC130063224	6.2	4.12	3.74	4.08	5.91	3.46	4.98	4.34	5.43	3.13	7.29	4.47
LOC105378676	3.98	8.58	7.42	0.2	3.12	5.25	3.14	7.69	8.04	6.44	5.18	4.24
PPP3CB	3.27	4.58	4.89	3.5	3.43	5.06	6.55	6.26	6.84	5.17	2.8	8.08
PARGP1	6.12	5.87	5.64	7.91	3	4.39	5.34	4.86	4.24	7.5	4.52	6.84
LINC02793	5.19	5.7	6.27	2.82	4.93	6.04	1.89	4.37	4.93	3.32	0.1	1.93
LOC114022704	5.7	5.45	5.28	5.3	7.55	7.62	4.3	4.18	6.38	5.12	4.21	4.44
LOC127268767	3.96	5.93	6.73	4.11	3.86	5.1	4.43	3.55	2.3	5.67	3.89	4.52
LOC130007751	8.23	8.6	5.79	5.03	3.87	5.97	4.42	5.98	5.39	5.88	5.03	5.4
LOC127408899	6.2	6.67	6.26	4.68	4.95	3.15	5.05	5.43	5.44	4.38	1.57	4.98
LOC129937420	4.33	5.35	2.33	4.76	3.24	4.82	5.71	6.96	7.12	8.53	1.98	5.58
TRC-GCA18-1	6.26	8.22	2.97	4.78	6.83	5.06	7.15	3.97	6.14	5.85	6.7	4.93
MGC16275	2.81	6.05	0.99	1.08	4.46	5.83	4.8	2.27	6.39	2.97	4.32	6.63
LOC129994767	4.75	6.17	4.54	5	7.04	5.69	3.87	1.47	5.73	0.64	6.06	7
LOC127885366	7.53	7.24	7.58	5.23	6.15	5.31	2.86	0.65	6.59	5.18	6.47	1
LOC127889624	4.66	5.29	3.24	5.74	6.43	5.7	5.6	6.36	9.53	6.43	8.5	7.87
LOC126653341	6.64	6.31	5.57	7.46	2.34	3.4	4.23	4.98	5.23	6.25	3.88	3.59
LOC127824019	4.6	4.51	5.79	5.07	1.97	5.34	6.1	6.25	6.7	5.05	5.23	1
LOC127889759	0.86	5.22	5.43	5.49	5.11	2.07	3.43	6.6	7.08	4.32	10.26	7.33
LOC127407173	3.42	5.07	4.49	2.43	4.36	6.64	4.47	3.89	2.74	4.42	5.83	4.8
LOC116158540	5.4	3.85	3.89	5.18	4.39	6.23	2.74	7.94	4.86	6.44	7.91	7.51
LOC127458605	7.6	8.66	3.85	2.2	4.82	4.91	6	8.72	4.32	4.39	6.9	4.36
LOC121079939	3.93	3.99	5.03	8.6	7.88	8.04	4.63	5.28	3.54	7.85	3.56	6.82
LOC127272029	5.5	4.36	7.34	4.36	4.17	4.01	10.03	4.57	3.58	4.05	5.99	1.84
LOC127815013	3.26	7.38	3.57	5.63	3.89	7.29	4.21	6.09	3.87	8.5	2.25	6
LOC100134423	3.17	4.96	4.78	5.79	7.93	6.26	3.54	6.62	3.85	5.66	8.1	2.86
LOC127816156	3.6	7.1	5.18	2.65	5.4	8.94	8.53	7.4	6.66	5.13	5.42	6.72
LOC124901972	7.46	3.91	6.42	5.84	5.44	7.28	8.47	6.31	6.22	2.48	3.88	4.69
LOC127895712	6.69	4.98	4.58	3.07	2.67	6.37	7.76	4.78	4.86	7.01	4.18	6.04
LOC129992691	6.07	4.55	6.15	5.83	6.35	6.05	5.58	5.64	5.02	4.79	8.36	5.16
LOC129932833	7.01	3.26	2.31	3.89	7.1	5.96	6.32	4.28	8.36	3.71	5.59	2.74
LOC127826343	4.24	4.45	6.29	3.78	6.29	6.55	6.67	3.34	2.6	3.01	8.85	5.34
SIGLEC10-AS2	6.37	3.82	5.17	5.75	2.93	6.37	7.03	2.34	5.33	4.99	3.6	5.33
LOC129996704	5.38	6.54	3.03	5.66	7.61	7.16	3.8	2.44	6.17	4.17	6.84	3.13
LOC110121032	3.11	4.48	0.81	4.55	4.46	4.75	3.58	4.29	5.47	6.76	3.05	4.27
STQTL5	3.5	4.85	4.34	3.67	8.31	8.19	6.96	5.97	4.2	5.69	4.47	5.14
LOC127820660	5.09	3.51	6.2	5.35	5.84	4.95	2.89	6.78	5.82	3.16	7.45	10.04
LOC127406308	5.37	5.39	5.57	4.91	5.75	2.65	5.7	5.23	4.66	4.15	6.23	4.71
LOC105372718	4.42	2.1	4.34	6.73	8.61	7.3	3.68	4.57	3.9	4.93	5.73	2.02
GLYR1	3.21	0.1	5.09	3.86	7.18	2.44	8.69	1.77	4.98	5.5	7.54	5.12
LOC127892910	1.24	8.38	5.28	4.78	5.83	5.07	6.75	4.56	5.33	3.83	8.03	4.58
LOC108348026	5.77	6.36	3.65	9.09	3.59	3.47	5.95	3.43	5.05	7.27	5.59	4.13
LOC127892739	4.47	6.14	5.1	2.69	6.62	7.35	5.35	2.62	7.13	4.11	5.15	6.29
HMGB1P23	5.99	0.97	5.2	5.57	6.38	6.2	3.54	3.03	6.67	4.76	4.55	5.63
LOC127273864	2.22	6.22	3.7	5.74	4.08	3.77	4.14	4.25	6.51	5.58	5.18	5.42
LOC127822654	2.74	5.94	5.36	4.19	4.61	6.92	5.18	4.35	3.81	5.35	4.32	6.34
LOC129663272	4.8	4.86	5.56	3.72	4.5	5.39	5.4	7.08	6.61	3.61	2.49	4.06
LOC129993747	2.46	6.49	5.95	2.38	2.04	6.26	5.59	8.98	5.1	5.1	4.39	5.43
LOC101928012	1.43	7.02	6.28	2.45	6.22	6.64	0.32	5.87	6.52	6.84	3.77	8.15
LOC126861330	6.41	4.78	5.74	4.52	2.32	4.09	5.64	4.8	5.64	2.52	4.92	5.84
SERBP1P2	6.62	8.5	5.54	7.26	5.62	5.48	6.05	8.18	4.2	3.69	3.76	1.34
GNPAT	3.15	6.78	4.83	5.1	2.22	0.45	6.98	6.04	5.35	7.47	3.16	6.38
LOC127892209	4.51	7.2	5.81	7.78	6.72	4.37	7.82	5.44	4.01	8.2	4.25	1.53
LOC129389285	2.96	4.43	2.72	3.92	6.48	6.52	6.58	7.19	4.42	5.84	5.7	1.65
LOC130002772	5.57	4.76	6.18	6.04	8.37	6.83	6.83	2.15	8.06	0.3	4.26	4.13
MTND1P8	4.95	3.34	4.04	5.22	2.87	6.07	4.24	5.72	7.54	6.07	2.44	7.08
GTPBP8	3.43	5.73	9.21	5.65	6.72	5.44	4.02	5	4.25	4.87	6.33	4.71
LOC285453	3.61	5.48	3.93	5.37	4.61	6.35	3.44	6.66	4.12	6.46	3.25	5.18
NEGR1	3.09	5.16	0.1	6.4	5.39	3.33	7.94	3.52	7.18	4.57	0.91	3.86
LOC132090740	5.79	3.77	7.47	4.99	4.25	3.79	1.32	3.99	4.98	2.88	4.76	3.62
LOC129663820	6.03	4.58	3.92	6.74	5.75	3.36	5.46	6.89	5.6	4.16	4.57	7.38
LOC127270861	5.68	8.57	6.07	5.88	3	5.63	5.07	5.63	4.89	4.61	4.99	3.82
LOC126805653	3.48	3.33	5.41	4.98	3.38	5.11	5.8	3.6	7.12	3.61	0.1	4.6
LOC127815566	1.78	4.27	6.97	4.8	6.48	5.71	6.51	3.48	5.52	6.53	3.58	2.73
RN7SL845P	5.96	2.47	3.37	2.7	0.1	5.7	2.55	3.62	4.57	4.96	0.1	5.15
LOC129998780	4.68	2.77	2.86	3.83	4.51	7.09	6.44	5.58	6.56	5.15	3.28	4.73
LOC127269214	4.93	4.48	6.92	4.53	4.2	8.14	5.72	6.37	6.7	3.68	5.85	6.84
LOC127267101	6.86	4.3	3.27	6.68	6.34	2.64	4.88	2.69	5.9	6.18	7.1	2.7
LOC130005315	3.39	3.89	2.24	6.42	5.78	5.78	4.19	6.12	7.73	4.8	5.46	3.61
LOC130005785	7.06	3.61	6.4	3.55	2.56	3.91	5.7	5.72	4.27	6.79	3.56	6.8
LOC127273194	4.26	4.65	4.88	4.14	7.67	7.54	3.64	5.41	4.65	4.26	5.63	3.21
REV1	3.72	7.04	9.1	8.13	6.9	6.26	5.72	5.36	4.21	4.32	5.35	5.7
LOC130000223	4.63	4.36	5.62	2.46	7.59	7.14	5.02	3.86	6.64	4.77	5.53	6.87
LOC129997013	5.7	2.69	4.36	5.32	3.25	2.77	2.02	1.28	4.94	2.96	2.61	6.43
RNU1-124P	4.63	3.08	3.87	5.5	8.43	5.15	8.12	3.81	4.57	7.55	3.55	1.12
LOC130068329	3.38	1.39	8.03	4.1	7.17	7.9	8.76	2.4	0.1	8.06	4.56	7.46
LOC128772250	4.49	1.92	2.81	2.53	7.08	3.44	6.92	5.12	5.24	4	5.75	2.52
LOC127821723	0.42	3.65	6.11	4.29	2.82	3.21	4.26	1.85	4.72	5.64	6.58	6.95
LOC123477810	4.08	3.24	6.01	9.84	4.88	4.74	3.94	5.42	9.97	5.4	0.8	6.78
LOC129390695	5.82	2.93	3.97	4.8	5.34	3.8	6.96	9.21	2.97	4.73	5.69	2.06
LOC126806547	4.7	8.58	7.76	4.6	2.54	6.5	6.69	7.12	6.48	5.61	4.23	4.4
LOC127398467	6.24	8.15	3.65	5.32	4.64	4.24	6.97	6.79	6.03	5.57	3.95	6.41
LOC100629121	5.87	9.62	4.96	2.9	6.4	4.62	4.52	4.62	4.96	4.11	4.1	2.14
LOC127266767	6.16	6.4	5.7	6.35	5.57	2.57	7.07	3.8	5.74	4.72	4.9	4.56
LOC129992653	6.18	4.71	9.18	6.29	5.43	5.64	8.21	2.43	6.58	6.02	4.72	3.03
LOC127271814	1.87	3.12	6.11	4.37	7.6	6.21	5.3	6.11	4.63	5.86	5.06	8.34
LOC130063181	5.01	3.02	8.12	5.11	3.64	2.69	5.33	6.39	3.88	3.27	7.64	6.04
LOC129999103	7.93	4.11	3.69	4.09	6.43	7.61	5.06	6.51	3.89	7.68	4.76	7.68
RPL29P27	4.14	7.3	1.86	6.24	6.92	3.33	2.88	3.83	1.06	5.2	5.33	3.77
LOC127891141	5.82	6.2	6.6	2.01	2.65	5.82	2.92	4.34	4.58	6.81	3.78	9.55
LOC124906463	5.26	6.6	2.07	4.6	1.42	5.31	3.95	2.32	4.98	3.85	6.87	3.64
LOC127821848	6	4.66	2.58	6.12	6.73	3.43	5.83	4.96	7.44	4.21	3.65	6.54
LOC130001238	4.51	2.2	6.1	8.04	4.55	4.01	5.47	3.33	5.95	5.29	4.95	4.01
GEVQ2	3.83	5.59	4.9	3.36	9.31	6.71	7.19	2.5	6.57	5.62	3.76	2.03
LOC127824176	5.13	4.61	6.52	2.99	5.57	4.88	3.4	2.91	2.95	5.9	6.58	7.55
LOC124908352	5.37	4.45	7.58	4.81	4.95	4.71	4.8	4.78	5.91	5.97	5.47	4.41
LOC130064433	4.67	8.93	6.64	4.9	1.88	6.67	4.15	5.39	3.53	3.46	9.01	3.62
RNU6-393P	5.06	6.57	5.69	6.36	3.54	5.69	5.36	6.57	5.5	6.46	3.88	4.84
CYS1	5.74	4.59	5.99	4.79	2.52	4.57	6.13	1.47	8.01	4.57	7.04	3.88
LOC127459302	3.6	1.57	5.26	3.97	10.13	5.34	8.05	7.78	2.64	5.6	3.89	5.95
LOC130067308	7.05	4.48	8.08	8.4	2.7	2.6	7.99	3.37	4.97	1.47	3.49	7.98
LOC128966605	8.96	6.78	5.09	4.41	6.12	5.47	8.34	5.6	4.86	5.14	3.77	2.76
LOC129390113	7.66	5.67	6.45	6.59	7.41	8.94	6.12	6.77	6.11	5.03	3.43	2.09
LOC127404992	4.18	5.49	3.31	6.34	4.42	4.6	8.25	3.44	8.66	4.28	4.01	5.3
LOC129932655	1.72	6.88	5.07	4.21	5.26	4	3.01	3.28	1.04	6.74	5.74	5.82
TMEM191C	5.1	4.7	1.4	7.99	3.05	7.47	5.27	5.39	7.1	4.21	3.16	4.29
LOC130057754	6.58	4.38	5.25	2.92	4.99	6.5	7.61	2.84	3.72	7.51	5.98	3.52
LOC127457078	6.4	4.54	2.32	3.31	4.35	7.55	4.47	4.27	5.16	4.3	3.55	5.67
LOC127884914	2.79	6.32	4.76	7.1	3.64	6.07	5.86	3.28	6.95	5.06	7.05	6.41
LOC126806383	3	4.52	4.57	2.2	6.07	5.74	6.37	5.49	7.75	3.95	4.45	3.76
LOC129997630	5.24	6.37	6.75	6.15	3.5	6.24	4.62	6.28	7.64	6.11	4.6	3.14
LOC129388783	6.13	2.79	3.84	5.36	2.22	3.46	7.25	6.91	8.18	6.25	8.04	6.07
LOC127892052	6.57	2.71	3.8	6.33	6.48	5.48	5.98	4.43	1.25	5.68	7.02	3.77
RN7SL123P	6.47	5.23	1.45	6.41	5.36	5.79	3.58	4.84	4.01	3.63	6.47	5.32
LOC127895551	3.26	6.37	6.12	3.8	2.08	8.36	7.12	4.86	4.43	3.27	2.67	5.72
LOC127401636	2.64	4.27	6.96	3.77	3.73	6.54	2.78	4.91	6.03	5.03	7.42	5.89
LOC122152317	1.38	3.96	4.59	6.47	6.53	7.95	6.7	4.62	3.34	3.82	6.36	4.17
SPMAP2	5.91	0.1	7.66	6.6	3.2	5.11	3.56	3.63	4.18	4.03	2.77	4.8
LOC127268629	6.49	5.67	4.26	3	6.39	3.49	6.1	5.34	4.95	6.99	2.77	3.93
LOC124906098	5.6	3.37	3.2	2.78	4.41	3.53	5.8	3.92	1.72	6.06	7.67	2.43
LOC130066953	3.09	5.72	5.41	3.07	2.45	2.68	7.12	4.94	5.69	8.35	7.48	3.98
LOC127889840	7.82	7.57	6.24	4.97	5.85	1.77	5.75	4.84	4.91	6.12	5.68	6.67
LINC02683	4.33	4.11	2.31	4.96	0.52	4.32	6.53	2.71	6.78	4.94	5.66	5.44
